Gender,Married,Dependents,Education,Self Employed,Property Area,Home Ownership,Loan Purpose,Age,Applicant Income($),Coapplicant Income($),Loan Amount($000),Loan Term(months),Credit History,Credit Score,Employment Years,Existing Loans,Loan Approved
Female,No,2,Graduate,Yes,Urban,Rent,Debt Consolidation,49,7432,90,188,360,0,708,24,1,0
Male,Yes,0,Not Graduate,No,Urban,Mortgage,Personal,47,6963,2253,143,240,0,632,1,2,0
Female,Yes,0,Not Graduate,No,Rural,Rent,Education,34,1200,2545,145,360,0,600,11,0,0
Male,Yes,0,Graduate,Yes,Semiurban,Mortgage,Business,21,5873,1239,91,360,1,767,32,0,1
Male,No,1,Graduate,No,Urban,Rent,Home,33,6826,498,159,360,1,850,11,2,1
Female,Yes,2,Not Graduate,No,Urban,Rent,Home,67,5187,574,167,360,1,661,31,0,1
Female,No,0,Graduate,No,Urban,Mortgage,Home,40,6766,67,216,300,0,607,7,2,0
Male,Yes,2,Graduate,No,Rural,Rent,Business,32,7400,2767,227,360,1,678,22,0,1
Female,No,2,Graduate,No,Urban,Rent,Education,54,6243,645,100,240,1,781,17,0,1
Female,Yes,0,Graduate,No,Urban,Mortgage,Home,44,5150,2593,219,300,1,650,16,0,1
Male,No,0,Graduate,No,Rural,Rent,Education,35,6054,1472,72,360,0,607,25,0,0
Male,No,0,Graduate,No,Semiurban,Rent,Debt Consolidation,35,1200,1449,164,360,1,661,2,0,1
Male,Yes,0,Not Graduate,No,Rural,Mortgage,Education,47,9068,2032,228,360,1,677,20,0,1
Female,No,2,Graduate,No,Semiurban,Mortgage,Education,69,8840,252,237,360,1,679,23,1,1
Male,Yes,1,Graduate,No,Rural,Own,Car,60,8655,4472,183,360,1,781,0,1,1
Male,Yes,0,Not Graduate,No,Urban,Mortgage,Home,47,5733,523,227,240,1,755,21,0,1
Female,Yes,2,Graduate,Yes,Urban,Mortgage,Car,24,6886,1878,174,360,1,700,26,0,1
Female,No,0,Not Graduate,No,Urban,Rent,Car,54,5764,1518,112,240,1,536,15,1,0
Female,Yes,2,Graduate,No,Urban,Rent,Education,29,6238,3023,232,300,1,495,33,1,0
Female,No,1,Graduate,No,Rural,Mortgage,Debt Consolidation,63,8956,0,20,360,0,678,29,0,0
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Car,46,1200,1529,184,240,1,684,0,0,1
Female,Yes,1,Graduate,No,Urban,Rent,Car,27,6542,1461,116,360,1,755,24,1,1
Female,Yes,0,Graduate,Yes,Urban,Mortgage,Car,34,3232,261,147,360,1,840,4,0,1
Male,Yes,3+,Graduate,No,Semiurban,Rent,Home,41,2404,5801,309,360,1,666,27,1,1
Male,Yes,0,Graduate,No,Semiurban,Mortgage,Education,67,5069,1392,191,360,1,638,10,2,0
Male,Yes,2,Graduate,No,Rural,Rent,Personal,52,2142,0,104,240,1,570,22,0,0
Female,No,3+,Not Graduate,No,Rural,Mortgage,Personal,24,2137,0,20,360,0,789,24,2,0
Male,Yes,1,Graduate,No,Rural,Mortgage,Home,45,1200,1001,89,180,1,647,21,0,0
Male,No,2,Not Graduate,No,Urban,Mortgage,Personal,37,4146,74,211,180,1,673,23,1,0
Female,No,1,Not Graduate,No,Semiurban,Mortgage,Car,59,6782,411,112,180,1,751,4,1,1
Male,Yes,0,Not Graduate,No,Semiurban,Mortgage,Home,21,7546,4066,137,300,1,582,32,2,0
Male,No,3+,Graduate,No,Rural,Mortgage,Debt Consolidation,64,10542,0,125,360,1,607,28,0,1
Female,Yes,1,Not Graduate,No,Urban,Rent,Personal,21,4347,2876,80,360,1,644,28,1,0
Female,No,2,Graduate,No,Semiurban,Own,Car,47,7474,591,272,360,0,589,4,2,0
Male,Yes,1,Graduate,No,Semiurban,Rent,Business,24,5868,2306,161,300,1,560,1,1,0
Male,Yes,0,Not Graduate,No,Semiurban,Mortgage,Business,39,5792,3744,176,360,0,704,14,1,0
Male,No,0,Graduate,Yes,Urban,Rent,Debt Consolidation,41,6371,2804,274,180,1,724,18,0,1
Female,Yes,0,Graduate,No,Urban,Rent,Home,50,7483,1408,133,360,1,737,3,0,1
Female,Yes,0,Graduate,No,Rural,Own,Home,37,6643,496,114,120,0,777,32,2,1
Male,Yes,2,Not Graduate,No,Urban,Rent,Business,65,4370,2490,150,360,1,786,21,2,1
Female,No,0,Graduate,No,Urban,Mortgage,Home,41,6919,0,51,360,1,674,8,0,1
Male,Yes,3+,Not Graduate,No,Semiurban,Rent,Personal,64,3764,3429,161,180,1,712,17,1,1
Male,Yes,0,Graduate,No,Urban,Rent,Home,38,6926,1753,142,360,1,755,3,1,1
Female,Yes,1,Graduate,No,Semiurban,Own,Personal,54,5702,2103,131,180,1,704,27,2,1
Male,No,0,Graduate,No,Urban,Mortgage,Home,24,1200,233,221,360,0,774,15,0,0
Male,No,0,Not Graduate,No,Semiurban,Mortgage,Personal,37,5040,720,159,300,1,617,25,0,0
Male,Yes,1,Graduate,No,Urban,Rent,Home,50,7822,277,168,240,1,703,9,2,1
Female,No,0,Not Graduate,No,Semiurban,Rent,Home,37,5071,0,171,360,1,849,13,1,1
Female,Yes,1,Graduate,No,Semiurban,Mortgage,Home,37,5995,0,175,180,1,619,4,2,0
Female,Yes,1,Not Graduate,No,Rural,Rent,Business,43,4155,301,128,360,1,613,23,2,0
Male,Yes,0,Graduate,No,Urban,Rent,Home,47,4687,1551,37,300,1,672,34,1,1
Male,No,1,Graduate,No,Urban,Mortgage,Car,43,7866,0,87,300,1,743,6,0,1
Female,No,0,Graduate,No,Urban,Rent,Debt Consolidation,60,4279,202,125,180,1,503,6,0,0
Male,Yes,0,Graduate,No,Urban,Own,Car,48,2407,1724,192,360,1,564,2,2,0
Female,Yes,2,Graduate,No,Semiurban,Mortgage,Home,65,1200,4398,174,300,1,845,7,2,1
Female,Yes,0,Graduate,No,Rural,Rent,Business,31,3419,2771,240,120,1,827,19,0,1
Male,Yes,0,Not Graduate,No,Urban,Mortgage,Home,63,2543,416,150,240,0,750,33,1,0
Female,Yes,1,Graduate,No,Urban,Mortgage,Personal,37,1535,4062,329,360,0,765,25,1,0
Male,No,1,Graduate,Yes,Rural,Rent,Education,38,2609,1137,231,240,0,674,18,0,0
Male,Yes,3+,Graduate,No,Semiurban,Own,Debt Consolidation,60,2824,3025,96,240,1,679,13,0,1
Female,No,2,Graduate,No,Urban,Mortgage,Home,29,2649,830,136,180,1,669,16,0,0
Male,No,2,Graduate,No,Rural,Rent,Education,65,8996,569,112,300,1,613,10,1,1
Female,No,1,Not Graduate,No,Semiurban,Mortgage,Personal,48,1200,0,193,180,1,591,34,0,0
Female,No,0,Graduate,No,Rural,Mortgage,Business,49,6902,109,186,360,1,717,31,1,1
Female,Yes,0,Graduate,No,Urban,Rent,Home,63,6791,0,194,360,1,597,20,1,0
Female,No,2,Graduate,No,Semiurban,Own,Home,48,6998,1047,20,240,1,647,8,0,1
Male,No,0,Graduate,No,Semiurban,Rent,Business,60,5275,323,92,180,1,698,11,2,0
Male,No,0,Graduate,Yes,Rural,Rent,Business,34,8690,1246,77,360,0,576,11,0,0
Female,Yes,1,Not Graduate,No,Semiurban,Own,Home,43,5401,4961,152,120,1,816,2,0,1
Female,Yes,2,Graduate,Yes,Urban,Rent,Personal,31,4851,0,74,360,1,631,15,0,0
Male,Yes,1,Graduate,Yes,Rural,Rent,Home,58,8432,0,102,180,1,696,21,1,1
Male,Yes,0,Graduate,No,Semiurban,Rent,Debt Consolidation,65,4948,1825,58,180,0,729,31,0,1
Male,Yes,3+,Not Graduate,No,Semiurban,Mortgage,Business,30,1263,2533,157,180,0,799,20,2,0
Male,Yes,0,Graduate,No,Urban,Rent,Business,66,6702,3800,272,360,1,791,7,0,1
Female,No,3+,Graduate,Yes,Rural,Mortgage,Business,22,8220,0,199,360,0,778,17,0,0
Male,No,0,Graduate,No,Semiurban,Mortgage,Home,59,6161,1223,217,360,1,613,33,1,0
Female,No,3+,Graduate,No,Rural,Mortgage,Car,65,4458,692,288,360,0,635,32,1,0
Female,Yes,3+,Graduate,No,Semiurban,Own,Personal,60,6079,1887,203,240,1,589,16,1,0
Female,No,0,Graduate,Yes,Urban,Mortgage,Debt Consolidation,67,7175,1639,180,180,1,738,20,1,1
Male,No,2,Graduate,No,Rural,Rent,Home,64,2715,0,23,360,1,633,27,2,0
Male,Yes,0,Graduate,No,Urban,Own,Debt Consolidation,56,1200,1198,215,240,1,571,25,0,0
Female,No,0,Not Graduate,No,Urban,Rent,Car,30,5043,1121,111,300,1,548,8,0,0
Female,No,0,Graduate,No,Rural,Mortgage,Business,37,8097,775,174,360,1,799,11,3,1
Male,No,1,Graduate,No,Rural,Mortgage,Personal,30,2445,0,200,300,1,474,29,1,0
Female,Yes,0,Graduate,No,Rural,Rent,Home,25,2070,1107,132,120,1,850,18,0,1
Male,No,1,Graduate,No,Urban,Mortgage,Home,44,5926,1357,153,360,1,774,31,0,1
Female,No,3+,Graduate,Yes,Rural,Mortgage,Education,22,4796,512,34,240,1,616,30,1,1
Male,No,2,Graduate,No,Semiurban,Own,Business,29,3599,1568,65,240,1,664,30,1,1
Male,Yes,0,Graduate,No,Semiurban,Rent,Business,22,8424,4874,146,360,1,698,18,0,1
Male,No,1,Graduate,No,Semiurban,Mortgage,Business,58,3654,0,20,300,1,690,24,1,1
Male,No,0,Graduate,No,Semiurban,Mortgage,Debt Consolidation,35,6332,483,261,360,1,659,23,0,1
Male,Yes,0,Graduate,No,Urban,Mortgage,Home,61,7582,5520,135,180,0,674,34,1,0
Male,Yes,3+,Graduate,No,Semiurban,Rent,Debt Consolidation,34,4859,53,169,360,1,802,31,0,1
Male,No,3+,Graduate,No,Urban,Rent,Home,49,7588,585,39,360,1,791,10,0,1
Female,No,0,Graduate,No,Rural,Mortgage,Debt Consolidation,33,7137,466,95,360,1,780,28,1,1
Male,No,0,Graduate,No,Rural,Mortgage,Personal,49,5877,921,122,180,1,771,6,1,1
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Personal,64,4425,4112,20,120,0,616,26,1,0
Female,No,0,Not Graduate,No,Rural,Own,Personal,39,9121,1251,168,360,1,621,11,3,1
Male,Yes,0,Graduate,Yes,Rural,Mortgage,Home,29,7758,2067,228,360,0,677,11,0,0
Male,Yes,0,Graduate,No,Rural,Mortgage,Business,33,7320,0,144,360,1,680,14,2,1
Female,Yes,0,Not Graduate,No,Rural,Mortgage,Car,26,5549,1727,151,360,1,634,25,0,1
Female,No,0,Graduate,No,Urban,Mortgage,Car,56,3997,704,130,240,0,737,5,3,0
Male,Yes,2,Graduate,No,Rural,Mortgage,Education,40,1200,2631,87,240,1,746,12,0,1
Female,Yes,2,Not Graduate,No,Urban,Own,Business,44,6761,4814,147,360,1,582,16,3,0
Male,Yes,1,Graduate,No,Rural,Mortgage,Business,59,4533,2902,152,360,1,774,1,0,1
Male,No,0,Graduate,No,Semiurban,Rent,Business,48,5975,646,183,360,1,697,28,3,0
Female,Yes,2,Graduate,No,Semiurban,Rent,Home,44,11814,2113,86,360,1,735,30,1,1
Male,Yes,0,Graduate,No,Urban,Rent,Car,27,8651,4417,143,360,1,789,13,3,1
Female,Yes,2,Graduate,No,Urban,Mortgage,Personal,53,6563,3985,107,120,0,763,17,0,1
Male,Yes,0,Not Graduate,No,Urban,Own,Business,40,5137,2391,121,360,1,744,29,1,1
Female,Yes,3+,Graduate,No,Urban,Mortgage,Education,52,7429,2398,167,360,1,776,8,0,1
Male,Yes,0,Graduate,No,Semiurban,Mortgage,Home,22,7753,0,20,360,1,657,8,2,1
Male,Yes,2,Not Graduate,No,Urban,Own,Personal,28,4392,1554,215,240,1,774,5,0,1
Male,Yes,0,Not Graduate,No,Rural,Mortgage,Car,65,4719,6724,166,360,1,603,15,0,0
Male,Yes,2,Graduate,No,Rural,Rent,Debt Consolidation,57,6010,5474,237,300,1,653,22,0,1
Female,No,1,Graduate,No,Semiurban,Mortgage,Education,50,3432,1008,20,360,1,536,13,0,0
Male,No,0,Graduate,No,Rural,Own,Business,26,3614,1125,205,180,1,806,27,0,1
Male,Yes,2,Not Graduate,No,Semiurban,Mortgage,Home,49,2468,4472,74,300,1,675,29,0,1
Male,Yes,0,Not Graduate,Yes,Rural,Mortgage,Home,55,9929,2771,204,360,1,640,23,2,0
Male,No,1,Not Graduate,No,Rural,Own,Home,59,1893,2545,201,360,1,703,10,0,1
Female,No,0,Graduate,No,Rural,Rent,Education,66,1988,0,271,360,0,697,31,1,0
Male,Yes,2,Graduate,No,Urban,Mortgage,Business,62,1200,4942,173,360,1,514,15,0,0
Female,Yes,2,Graduate,No,Rural,Mortgage,Education,26,7008,2717,20,360,0,714,16,0,1
Male,No,1,Graduate,Yes,Rural,Mortgage,Personal,37,2937,0,109,360,0,809,28,0,0
Female,No,2,Graduate,No,Urban,Rent,Home,27,7369,0,174,180,1,713,15,2,1
Male,Yes,3+,Graduate,No,Urban,Mortgage,Debt Consolidation,28,5272,843,150,360,1,652,19,0,0
Male,No,1,Graduate,No,Rural,Mortgage,Business,69,8708,2024,68,300,0,673,33,1,1
Female,Yes,0,Graduate,No,Rural,Mortgage,Car,41,3189,3046,193,360,1,699,4,0,1
Female,Yes,1,Not Graduate,No,Semiurban,Own,Education,68,5552,2387,323,360,0,743,16,1,0
Female,Yes,0,Graduate,No,Urban,Mortgage,Education,68,8289,0,152,240,0,712,14,0,0
Male,Yes,1,Not Graduate,No,Semiurban,Mortgage,Personal,44,8558,2797,222,240,1,576,12,1,0
Male,No,0,Graduate,No,Urban,Rent,Car,49,8224,0,168,180,0,684,7,2,0
Female,No,2,Graduate,No,Rural,Rent,Business,28,6841,0,85,180,0,766,33,3,0
Male,No,1,Graduate,No,Urban,Mortgage,Personal,31,5333,212,50,240,1,706,3,2,1
Female,No,1,Graduate,No,Urban,Mortgage,Debt Consolidation,52,6918,692,161,180,1,554,7,2,0
Female,Yes,0,Not Graduate,No,Semiurban,Rent,Home,63,1995,351,160,360,1,665,8,1,0
Female,No,0,Graduate,No,Semiurban,Mortgage,Business,46,4418,88,119,240,0,626,26,0,0
Female,Yes,2,Not Graduate,No,Rural,Mortgage,Car,30,9066,859,148,360,1,687,4,2,1
Female,No,1,Not Graduate,No,Semiurban,Rent,Car,40,7798,374,71,360,0,711,9,0,0
Male,No,3+,Graduate,No,Urban,Rent,Education,50,2228,1481,140,360,1,672,7,3,0
Male,No,1,Graduate,No,Urban,Mortgage,Car,56,6315,1112,147,300,1,650,21,1,1
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Education,25,3055,5775,97,240,1,805,19,1,1
Male,Yes,1,Graduate,Yes,Urban,Rent,Car,32,4659,0,66,240,1,643,33,3,0
Male,Yes,2,Graduate,No,Semiurban,Mortgage,Personal,30,9252,1884,54,240,1,688,10,1,1
Male,No,0,Graduate,No,Semiurban,Rent,Personal,59,1200,0,291,300,1,536,5,0,0
Female,Yes,1,Not Graduate,No,Semiurban,Mortgage,Home,34,2078,5688,65,180,1,774,26,1,1
Female,Yes,0,Graduate,No,Urban,Own,Home,52,5793,0,155,180,0,658,10,1,0
Female,No,0,Not Graduate,Yes,Rural,Rent,Car,27,6621,522,201,120,1,620,14,0,0
Male,No,0,Graduate,No,Semiurban,Mortgage,Business,26,4617,0,224,240,1,571,26,1,0
Male,No,1,Graduate,No,Semiurban,Mortgage,Business,26,8412,0,288,120,1,674,4,1,1
Male,No,2,Not Graduate,No,Semiurban,Mortgage,Home,41,4805,1045,51,240,1,806,28,2,1
Male,Yes,0,Graduate,Yes,Urban,Rent,Education,21,6105,3169,140,300,0,753,3,0,0
Female,No,2,Graduate,No,Semiurban,Mortgage,Home,46,5550,0,77,180,1,672,32,0,1
Female,Yes,2,Not Graduate,No,Rural,Own,Home,34,4736,1633,162,300,0,637,28,0,0
Male,Yes,0,Not Graduate,No,Semiurban,Own,Car,44,7341,1128,86,360,0,808,26,0,1
Male,No,0,Graduate,No,Urban,Rent,Personal,51,3300,0,149,240,1,616,15,0,0
Male,Yes,0,Not Graduate,No,Rural,Own,Personal,43,8761,0,74,120,0,703,21,1,0
Female,No,0,Graduate,No,Semiurban,Rent,Home,59,7909,113,61,120,1,678,10,1,1
Female,Yes,3+,Graduate,No,Urban,Rent,Home,59,7949,1824,78,360,1,823,12,1,1
Male,No,2,Graduate,No,Urban,Mortgage,Home,50,11332,1109,61,360,1,677,22,3,1
Female,No,0,Graduate,No,Urban,Own,Business,47,6495,846,168,360,1,850,32,3,1
Male,No,1,Graduate,No,Semiurban,Rent,Home,48,5722,886,121,300,1,713,12,0,1
Male,Yes,0,Graduate,Yes,Rural,Rent,Personal,31,6617,4083,154,360,1,581,31,0,1
Female,Yes,0,Graduate,No,Urban,Rent,Business,45,4331,3275,36,360,1,777,7,1,1
Male,Yes,0,Not Graduate,No,Urban,Mortgage,Business,49,5177,808,158,180,1,817,2,1,1
Male,No,0,Not Graduate,No,Urban,Mortgage,Car,66,3237,445,116,180,1,708,6,1,1
Female,Yes,0,Not Graduate,No,Semiurban,Mortgage,Education,35,8934,130,236,360,1,764,26,0,1
Male,No,0,Graduate,Yes,Rural,Rent,Car,55,2785,0,284,180,1,850,0,0,1
Female,Yes,0,Not Graduate,No,Urban,Rent,Education,30,3274,1009,176,120,1,746,23,3,0
Male,Yes,1,Graduate,No,Rural,Mortgage,Home,25,4848,0,197,360,1,558,15,2,0
Male,Yes,1,Graduate,No,Urban,Rent,Home,69,2533,2230,124,360,1,608,0,2,0
Male,Yes,0,Graduate,No,Rural,Rent,Home,33,3707,2562,167,240,1,689,8,2,1
Male,Yes,1,Graduate,No,Semiurban,Rent,Business,52,4477,1548,120,360,0,669,30,0,0
Male,Yes,0,Graduate,No,Semiurban,Mortgage,Personal,33,7468,2253,152,360,1,621,15,2,1
Male,No,3+,Graduate,No,Rural,Own,Debt Consolidation,37,1637,938,122,300,0,795,27,0,0
Female,Yes,0,Not Graduate,No,Semiurban,Rent,Business,58,4044,2957,165,360,1,661,7,0,1
Male,No,1,Graduate,Yes,Rural,Rent,Personal,34,6180,1745,178,360,1,850,28,1,1
Male,Yes,0,Graduate,No,Semiurban,Own,Car,24,6701,889,153,240,1,666,4,0,1
Male,Yes,0,Graduate,Yes,Rural,Mortgage,Personal,41,12144,3208,161,300,1,749,15,2,1
Male,Yes,1,Graduate,No,Urban,Mortgage,Home,58,9204,504,268,360,1,830,16,1,1
Male,Yes,2,Not Graduate,Yes,Semiurban,Rent,Education,58,9695,108,140,360,1,758,13,0,1
Female,No,3+,Graduate,No,Rural,Mortgage,Car,50,1408,665,200,120,1,729,25,2,0
Male,Yes,1,Graduate,No,Semiurban,Own,Business,58,6270,2720,132,300,1,776,33,1,1
Female,No,0,Graduate,No,Rural,Mortgage,Business,60,7035,1763,199,300,0,786,6,0,1
Female,Yes,2,Graduate,No,Rural,Mortgage,Personal,48,2221,5375,213,360,1,728,14,0,1
Male,Yes,0,Graduate,No,Urban,Mortgage,Home,43,4786,0,217,360,1,734,14,3,1
Male,Yes,1,Graduate,Yes,Semiurban,Rent,Debt Consolidation,61,7510,989,204,360,1,782,33,0,1
Male,No,2,Graduate,No,Rural,Rent,Car,54,7659,0,229,360,1,679,21,1,1
Female,No,0,Graduate,No,Urban,Mortgage,Home,46,8717,475,81,360,1,621,29,1,1
Male,Yes,1,Not Graduate,Yes,Urban,Mortgage,Car,26,5744,1333,73,360,1,850,0,2,1
Female,No,0,Graduate,Yes,Urban,Rent,Home,60,3995,946,236,360,1,691,3,0,1
Female,No,0,Graduate,No,Rural,Mortgage,Business,23,6979,14,82,120,1,616,27,0,0
Female,No,3+,Not Graduate,No,Rural,Own,Home,60,5928,364,160,240,1,733,11,0,1
Male,Yes,0,Graduate,Yes,Rural,Mortgage,Personal,48,6621,2748,231,240,1,548,27,1,0
Female,No,0,Graduate,No,Semiurban,Rent,Debt Consolidation,48,1200,956,131,360,1,741,29,1,1
Male,Yes,1,Graduate,No,Semiurban,Mortgage,Business,67,5418,865,111,360,1,670,21,0,1
Male,Yes,0,Graduate,No,Urban,Rent,Business,29,6512,3003,67,240,1,525,23,1,0
Male,Yes,0,Graduate,No,Rural,Mortgage,Education,41,5415,3912,169,180,1,696,28,0,1
Female,No,0,Graduate,No,Rural,Own,Home,57,5062,0,157,240,1,610,8,3,0
Female,No,1,Graduate,Yes,Semiurban,Mortgage,Education,65,5058,274,258,180,1,709,1,2,0
Female,No,0,Not Graduate,No,Urban,Rent,Car,61,3125,1302,177,360,1,664,1,0,1
Male,Yes,2,Graduate,No,Rural,Own,Car,54,7643,164,251,180,1,613,2,0,0
Female,Yes,0,Not Graduate,No,Rural,Mortgage,Business,47,4637,4802,226,300,1,731,27,1,1
Male,No,3+,Graduate,No,Rural,Rent,Education,65,1200,673,206,360,1,564,19,1,0
Male,No,0,Graduate,No,Semiurban,Rent,Debt Consolidation,55,3812,0,86,360,1,617,25,2,0
Female,No,0,Graduate,No,Urban,Mortgage,Personal,48,3413,0,249,300,1,696,28,0,1
Male,No,3+,Graduate,No,Urban,Rent,Business,44,4555,148,96,300,1,686,21,1,1
Male,Yes,2,Not Graduate,No,Semiurban,Mortgage,Debt Consolidation,37,3717,1020,126,360,0,648,24,1,0
Female,No,0,Graduate,No,Rural,Rent,Education,21,5115,689,103,360,1,615,31,1,1
Male,No,0,Graduate,No,Urban,Rent,Debt Consolidation,56,5913,462,167,300,1,613,29,1,0
Male,No,2,Graduate,No,Semiurban,Rent,Car,59,3342,1598,96,360,1,741,13,2,1
Male,No,0,Graduate,No,Rural,Own,Car,23,5535,2073,33,360,0,703,8,0,1
Male,No,0,Not Graduate,Yes,Urban,Rent,Personal,43,7127,404,350,180,1,771,30,2,1
Female,Yes,1,Not Graduate,No,Semiurban,Mortgage,Personal,37,4473,4681,57,120,1,569,31,1,0
Female,No,2,Graduate,No,Rural,Own,Car,68,7114,1623,242,360,1,743,17,0,1
Male,No,1,Not Graduate,Yes,Semiurban,Rent,Business,61,8840,266,221,300,0,688,4,0,0
Male,Yes,1,Not Graduate,Yes,Semiurban,Own,Personal,22,2949,1296,190,360,1,664,30,3,0
Male,Yes,3+,Graduate,No,Rural,Mortgage,Home,41,6168,4612,134,360,1,700,9,1,1
Female,No,0,Graduate,Yes,Urban,Rent,Personal,63,10692,515,54,360,0,708,11,1,0
Female,Yes,2,Not Graduate,Yes,Semiurban,Own,Car,53,6025,100,164,360,1,692,30,0,1
Female,No,0,Not Graduate,No,Rural,Own,Debt Consolidation,27,3251,0,235,360,1,589,2,3,0
Male,Yes,2,Graduate,No,Urban,Rent,Home,41,6670,3454,195,360,1,631,1,2,0
Male,Yes,1,Graduate,No,Urban,Own,Business,24,4963,1543,156,360,1,715,29,0,1
Male,Yes,0,Not Graduate,Yes,Urban,Mortgage,Personal,32,2107,2377,264,360,1,697,18,3,0
Female,No,1,Not Graduate,No,Rural,Own,Home,40,4959,78,204,300,0,620,24,0,0
Male,Yes,2,Graduate,No,Semiurban,Mortgage,Personal,63,2421,3498,137,180,1,764,6,0,1
Female,No,1,Not Graduate,No,Semiurban,Mortgage,Car,29,1200,274,202,300,1,693,27,0,0
Female,No,0,Graduate,No,Rural,Own,Home,46,7655,1464,145,360,1,722,19,0,1
Male,Yes,0,Graduate,No,Semiurban,Mortgage,Business,53,1200,1635,49,240,1,811,0,0,1
Male,Yes,1,Graduate,No,Semiurban,Rent,Home,58,9031,0,312,300,1,716,10,0,1
Male,Yes,1,Graduate,No,Rural,Mortgage,Debt Consolidation,50,6878,356,191,300,1,654,12,0,1
Male,Yes,0,Graduate,Yes,Semiurban,Own,Education,27,9286,449,20,120,1,539,17,1,0
Male,Yes,0,Not Graduate,Yes,Rural,Own,Personal,61,9730,2432,215,360,0,588,1,0,0
Female,Yes,2,Graduate,No,Semiurban,Mortgage,Business,67,8322,735,243,240,0,575,5,1,0
Male,Yes,0,Graduate,Yes,Semiurban,Rent,Debt Consolidation,62,4286,2556,209,360,1,557,26,0,0
Male,Yes,0,Graduate,No,Urban,Own,Education,30,3788,1727,244,180,0,683,17,0,0
Female,Yes,0,Graduate,No,Rural,Rent,Car,35,5695,1167,190,360,1,493,7,1,0
Female,Yes,1,Graduate,Yes,Semiurban,Mortgage,Home,23,7984,4240,103,360,1,674,14,2,1
Male,Yes,3+,Graduate,Yes,Rural,Mortgage,Car,58,10322,0,181,360,0,686,2,1,0
Female,Yes,1,Not Graduate,No,Semiurban,Own,Debt Consolidation,31,2788,3124,253,300,0,709,31,2,0
Female,Yes,0,Graduate,No,Rural,Mortgage,Debt Consolidation,67,7510,0,241,180,0,734,11,1,0
Female,No,2,Graduate,No,Urban,Mortgage,Home,51,5504,2060,73,240,0,717,15,1,0
Female,Yes,0,Graduate,No,Rural,Own,Car,36,5510,1239,252,360,0,741,5,1,0
Male,No,3+,Graduate,No,Semiurban,Rent,Home,43,7090,22,123,300,1,617,28,3,0
Female,No,0,Not Graduate,No,Urban,Mortgage,Education,38,1200,1004,139,120,1,639,10,1,0
Male,Yes,3+,Graduate,No,Semiurban,Own,Education,25,5474,2203,153,300,1,850,27,1,1
Female,Yes,2,Not Graduate,No,Urban,Rent,Debt Consolidation,28,2184,1092,293,240,1,767,7,1,1
Female,Yes,2,Graduate,No,Urban,Rent,Car,47,7310,0,49,360,1,777,32,2,1
Male,No,0,Graduate,Yes,Urban,Own,Business,69,6213,528,123,360,1,555,10,1,0
Male,No,2,Graduate,No,Rural,Own,Personal,29,9804,0,198,180,1,790,24,3,1
Female,No,2,Graduate,Yes,Rural,Rent,Home,67,9287,2288,159,300,1,528,18,2,0
Female,No,0,Not Graduate,No,Rural,Mortgage,Personal,29,3833,0,157,120,1,542,25,2,0
Male,No,1,Graduate,No,Urban,Rent,Business,55,6118,0,228,360,1,759,10,3,1
Female,Yes,1,Graduate,Yes,Urban,Own,Debt Consolidation,66,9593,2858,57,180,0,822,19,0,1
Female,No,3+,Graduate,No,Urban,Mortgage,Debt Consolidation,22,6648,1326,117,300,0,584,3,1,0
Male,No,2,Graduate,No,Rural,Rent,Business,35,7283,1028,351,360,1,588,6,0,0
Male,No,0,Not Graduate,No,Rural,Own,Personal,46,9699,2204,89,360,1,643,0,1,1
Male,Yes,1,Graduate,No,Semiurban,Mortgage,Debt Consolidation,47,9288,3715,171,360,0,476,31,0,0
Female,Yes,0,Not Graduate,Yes,Semiurban,Mortgage,Personal,63,5979,0,128,360,1,706,3,1,1
Male,No,0,Graduate,No,Urban,Mortgage,Business,36,8273,1591,26,120,1,734,23,0,1
Female,No,2,Not Graduate,No,Semiurban,Rent,Home,25,7840,247,86,360,1,627,1,2,0
Male,Yes,1,Not Graduate,No,Rural,Rent,Car,52,9901,2338,87,240,1,491,9,0,0
Female,No,2,Not Graduate,No,Semiurban,Mortgage,Personal,41,5782,60,223,300,1,624,2,1,0
Male,Yes,1,Not Graduate,No,Semiurban,Rent,Home,30,8814,4193,94,240,1,802,26,1,1
Male,Yes,0,Graduate,No,Semiurban,Mortgage,Debt Consolidation,25,4487,2042,242,360,0,756,33,0,0
Female,Yes,2,Graduate,Yes,Semiurban,Own,Business,37,6769,1586,105,360,0,685,16,1,0
Male,Yes,0,Not Graduate,No,Urban,Mortgage,Personal,64,7894,3141,190,360,0,679,0,2,0
Male,Yes,3+,Not Graduate,No,Rural,Mortgage,Car,23,7371,0,179,180,1,659,11,1,1
Female,Yes,3+,Graduate,No,Semiurban,Mortgage,Car,52,6394,659,157,120,0,760,24,1,0
Female,No,2,Not Graduate,No,Urban,Mortgage,Debt Consolidation,33,5515,348,215,240,1,753,2,0,1
Female,No,2,Graduate,No,Semiurban,Mortgage,Business,51,7448,517,168,360,1,572,16,2,0
Male,No,1,Graduate,No,Urban,Mortgage,Business,63,6934,847,207,360,0,665,0,1,0
